"analysisId","Eval","predictionThreshold","preferenceThreshold","positiveCount","negativeCount","trueCount","falseCount","truePositiveCount","trueNegativeCount","falsePositiveCount","falseNegativeCount","f1Score","accuracy","sensitivity","falseNegativeRate","falsePositiveRate","specificity","positivePredictiveValue","falseDiscoveryRate","negativePredictiveValue","falseOmissionRate","positiveLikelihoodRatio","negativeLikelihoodRatio","diagnosticOddsRatio"
"20200513172701","train",7.7667e-06,6.36245696608616e-05,6820,681,816,6685,816,681,6004,0,0.21372446306967,0.199573390214638,1,0,0.8981301421092,0.1018698578908,0.119648093841642,0.880351906158358,1,0,1.11342438374417,0,Inf
"20200513172701","train",7.7667e-06,6.36245696608616e-05,6820,681,816,6685,816,681,6004,0,0.21372446306967,0.199573390214638,1,0,0.8981301421092,0.1018698578908,0.119648093841642,0.880351906158358,1,0,1.11342438374417,0,Inf
"20200513172701","train",7.7667e-06,6.36245696608616e-05,6820,681,816,6685,816,681,6004,0,0.21372446306967,0.199573390214638,1,0,0.8981301421092,0.1018698578908,0.119648093841642,0.880351906158358,1,0,1.11342438374417,0,Inf
"20200513172701","train",7.7667e-06,6.36245696608616e-05,6820,681,816,6685,816,681,6004,0,0.21372446306967,0.199573390214638,1,0,0.8981301421092,0.1018698578908,0.119648093841642,0.880351906158358,1,0,1.11342438374417,0,Inf
"20200513172701","train",7.7667e-06,6.36245696608616e-05,6820,681,816,6685,816,681,6004,0,0.21372446306967,0.199573390214638,1,0,0.8981301421092,0.1018698578908,0.119648093841642,0.880351906158358,1,0,1.11342438374417,0,Inf
"20200513172701","train",7.7667e-06,6.36245696608616e-05,6820,681,816,6685,816,681,6004,0,0.21372446306967,0.199573390214638,1,0,0.8981301421092,0.1018698578908,0.119648093841642,0.880351906158358,1,0,1.11342438374417,0,Inf
"20200513172701","train",7.7667e-06,6.36245696608616e-05,6820,681,816,6685,816,681,6004,0,0.21372446306967,0.199573390214638,1,0,0.8981301421092,0.1018698578908,0.119648093841642,0.880351906158358,1,0,1.11342438374417,0,Inf
"20200513172701","train",7.7667e-06,6.36245696608616e-05,6820,681,816,6685,816,681,6004,0,0.21372446306967,0.199573390214638,1,0,0.8981301421092,0.1018698578908,0.119648093841642,0.880351906158358,1,0,1.11342438374417,0,Inf
"20200513172701","train",7.7667e-06,6.36245696608616e-05,6820,681,816,6685,816,681,6004,0,0.21372446306967,0.199573390214638,1,0,0.8981301421092,0.1018698578908,0.119648093841642,0.880351906158358,1,0,1.11342438374417,0,Inf
"20200513172701","train",7.7667e-06,6.36245696608616e-05,6820,681,816,6685,816,681,6004,0,0.21372446306967,0.199573390214638,1,0,0.8981301421092,0.1018698578908,0.119648093841642,0.880351906158358,1,0,1.11342438374417,0,Inf
"20200513172701","train",0.0156745285,0.115401913476778,6721,780,816,6685,815,779,5906,1,0.216266418999602,0.212504999333422,0.998774509803922,0.00122549019607843,0.883470456245325,0.116529543754675,0.121261717006398,0.878738282993602,0.998717948717949,0.00128205128205128,1.13051263089049,0.0105165622089657,107.498306806637
"20200513172701","train",0.0228196629,0.160590434284474,692,6809,816,6685,678,6671,14,138,0.89920424403183,0.979736035195307,0.830882352941177,0.169117647058824,0.00209424083769634,0.997905759162304,0.979768786127168,0.0202312138728324,0.979732706711705,0.0202672932882949,396.746323529412,0.169472563422011,2341.0652173913
"20200513172701","train",0.0228196629,0.160590434284474,692,6809,816,6685,678,6671,14,138,0.89920424403183,0.979736035195307,0.830882352941177,0.169117647058824,0.00209424083769634,0.997905759162304,0.979768786127168,0.0202312138728324,0.979732706711705,0.0202672932882949,396.746323529412,0.169472563422011,2341.0652173913
"20200513172701","train",0.0228196629,0.160590434284474,692,6809,816,6685,678,6671,14,138,0.89920424403183,0.979736035195307,0.830882352941177,0.169117647058824,0.00209424083769634,0.997905759162304,0.979768786127168,0.0202312138728324,0.979732706711705,0.0202672932882949,396.746323529412,0.169472563422011,2341.0652173913
"20200513172701","train",0.0228196629,0.160590434284474,692,6809,816,6685,678,6671,14,138,0.89920424403183,0.979736035195307,0.830882352941177,0.169117647058824,0.00209424083769634,0.997905759162304,0.979768786127168,0.0202312138728324,0.979732706711705,0.0202672932882949,396.746323529412,0.169472563422011,2341.0652173913
"20200513172701","train",0.0228196629,0.160590434284474,692,6809,816,6685,678,6671,14,138,0.89920424403183,0.979736035195307,0.830882352941177,0.169117647058824,0.00209424083769634,0.997905759162304,0.979768786127168,0.0202312138728324,0.979732706711705,0.0202672932882949,396.746323529412,0.169472563422011,2341.0652173913
"20200513172701","train",0.0228196629,0.160590434284474,692,6809,816,6685,678,6671,14,138,0.89920424403183,0.979736035195307,0.830882352941177,0.169117647058824,0.00209424083769634,0.997905759162304,0.979768786127168,0.0202312138728324,0.979732706711705,0.0202672932882949,396.746323529412,0.169472563422011,2341.0652173913
"20200513172701","train",0.0228196629,0.160590434284474,692,6809,816,6685,678,6671,14,138,0.89920424403183,0.979736035195307,0.830882352941177,0.169117647058824,0.00209424083769634,0.997905759162304,0.979768786127168,0.0202312138728324,0.979732706711705,0.0202672932882949,396.746323529412,0.169472563422011,2341.0652173913
"20200513172701","train",0.0228196629,0.160590434284474,692,6809,816,6685,678,6671,14,138,0.89920424403183,0.979736035195307,0.830882352941177,0.169117647058824,0.00209424083769634,0.997905759162304,0.979768786127168,0.0202312138728324,0.979732706711705,0.0202672932882949,396.746323529412,0.169472563422011,2341.0652173913
"20200513172701","train",0.0228196629,0.160590434284474,692,6809,816,6685,678,6671,14,138,0.89920424403183,0.979736035195307,0.830882352941177,0.169117647058824,0.00209424083769634,0.997905759162304,0.979768786127168,0.0202312138728324,0.979732706711705,0.0202672932882949,396.746323529412,0.169472563422011,2341.0652173913
"20200513172701","train",0.0228196629,0.160590434284474,692,6809,816,6685,678,6671,14,138,0.89920424403183,0.979736035195307,0.830882352941177,0.169117647058824,0.00209424083769634,0.997905759162304,0.979768786127168,0.0202312138728324,0.979732706711705,0.0202672932882949,396.746323529412,0.169472563422011,2341.0652173913
"20200513172701","train",0.0228196629,0.160590434284474,692,6809,816,6685,678,6671,14,138,0.89920424403183,0.979736035195307,0.830882352941177,0.169117647058824,0.00209424083769634,0.997905759162304,0.979768786127168,0.0202312138728324,0.979732706711705,0.0202672932882949,396.746323529412,0.169472563422011,2341.0652173913
"20200513172701","train",0.0228196629,0.160590434284474,692,6809,816,6685,678,6671,14,138,0.89920424403183,0.979736035195307,0.830882352941177,0.169117647058824,0.00209424083769634,0.997905759162304,0.979768786127168,0.0202312138728324,0.979732706711705,0.0202672932882949,396.746323529412,0.169472563422011,2341.0652173913
"20200513172701","train",0.0228196629,0.160590434284474,692,6809,816,6685,678,6671,14,138,0.89920424403183,0.979736035195307,0.830882352941177,0.169117647058824,0.00209424083769634,0.997905759162304,0.979768786127168,0.0202312138728324,0.979732706711705,0.0202672932882949,396.746323529412,0.169472563422011,2341.0652173913
"20200513172701","train",0.0228196629,0.160590434284474,692,6809,816,6685,678,6671,14,138,0.89920424403183,0.979736035195307,0.830882352941177,0.169117647058824,0.00209424083769634,0.997905759162304,0.979768786127168,0.0202312138728324,0.979732706711705,0.0202672932882949,396.746323529412,0.169472563422011,2341.0652173913
"20200513172701","train",0.0228196629,0.160590434284474,692,6809,816,6685,678,6671,14,138,0.89920424403183,0.979736035195307,0.830882352941177,0.169117647058824,0.00209424083769634,0.997905759162304,0.979768786127168,0.0202312138728324,0.979732706711705,0.0202672932882949,396.746323529412,0.169472563422011,2341.0652173913
"20200513172701","train",0.0228196629,0.160590434284474,692,6809,816,6685,678,6671,14,138,0.89920424403183,0.979736035195307,0.830882352941177,0.169117647058824,0.00209424083769634,0.997905759162304,0.979768786127168,0.0202312138728324,0.979732706711705,0.0202672932882949,396.746323529412,0.169472563422011,2341.0652173913
"20200513172701","train",0.0228196629,0.160590434284474,692,6809,816,6685,678,6671,14,138,0.89920424403183,0.979736035195307,0.830882352941177,0.169117647058824,0.00209424083769634,0.997905759162304,0.979768786127168,0.0202312138728324,0.979732706711705,0.0202672932882949,396.746323529412,0.169472563422011,2341.0652173913
"20200513172701","train",0.0228196629,0.160590434284474,692,6809,816,6685,678,6671,14,138,0.89920424403183,0.979736035195307,0.830882352941177,0.169117647058824,0.00209424083769634,0.997905759162304,0.979768786127168,0.0202312138728324,0.979732706711705,0.0202672932882949,396.746323529412,0.169472563422011,2341.0652173913
"20200513172701","train",0.0228196629,0.160590434284474,692,6809,816,6685,678,6671,14,138,0.89920424403183,0.979736035195307,0.830882352941177,0.169117647058824,0.00209424083769634,0.997905759162304,0.979768786127168,0.0202312138728324,0.979732706711705,0.0202672932882949,396.746323529412,0.169472563422011,2341.0652173913
"20200513172701","train",0.0228196629,0.160590434284474,692,6809,816,6685,678,6671,14,138,0.89920424403183,0.979736035195307,0.830882352941177,0.169117647058824,0.00209424083769634,0.997905759162304,0.979768786127168,0.0202312138728324,0.979732706711705,0.0202672932882949,396.746323529412,0.169472563422011,2341.0652173913
"20200513172701","train",0.0228196629,0.160590434284474,692,6809,816,6685,678,6671,14,138,0.89920424403183,0.979736035195307,0.830882352941177,0.169117647058824,0.00209424083769634,0.997905759162304,0.979768786127168,0.0202312138728324,0.979732706711705,0.0202672932882949,396.746323529412,0.169472563422011,2341.0652173913
